标题,租赁方式,户型,面积,朝向,维护,入住,楼层,电梯,车位,用水,用电,燃气,采暖,租期,看房,付款方式,租金(元/月),押金(元),服务费(元),中介费(元),链接
青春路,整租,3室1厅1卫,85.42㎡,东 南 北,10天前,随时入住,中楼层/5层,无,暂无数据,民水,民电,有,暂无数据,暂无数据,需提前预约,季付,2600,2600,0.0,2600,https://bj.zu.ke.com/zufang/BJ1921048726810394624.html
怡然家园6号院,整租,1室1厅1卫,66.14㎡,东,今天,随时入住,4/14层,有,暂无数据,民水,民电,有,自采暖,1年,随时可看,月付,5281,5281,,0,https://bj.zu.ke.com/zufang/BJ1851572914411798528.html
晨月园,整租,2室1厅1卫,82.00㎡,西南,9天前,随时入住,中楼层/17层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,8550,8550,0.0,8550,https://bj.zu.ke.com/zufang/BJ1920785156138860544.html
南竺园,整租,2室1厅1卫,76.00㎡,南 北,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3000,3000,0.0,3000,https://bj.zu.ke.com/zufang/BJ1920791810490236928.html
北京上舍,整租,2室0厅1卫,81.62㎡,南,13天前,随时入住,低楼层/15层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,7000,7000,0.0,7000,https://bj.zu.ke.com/zufang/BJ1920782425592430592.html
金隅瑞和园,整租,1室0厅1卫,48.00㎡,南,9天前,随时入住,低楼层/16层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,4600,4600,0.0,4600,https://bj.zu.ke.com/zufang/BJ1920766626588786688.html
龙华园,合租,3居室,11.84㎡,东,3天前,2025-01-05,2/6层,无,租用车位,民水,民电,有,集中供暖,1年,需提前预约,月付,2719,2719,,0,https://bj.zu.ke.com/zufang/BJ1850964428367855616.html
馥郁苑,整租,2室1厅1卫,88.56㎡,南 北,13天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,3000,3000,0.0,3000,https://bj.zu.ke.com/zufang/BJ1920752908169641984.html
畅椿阁,整租,2室2厅2卫,138.03㎡,南 北,6天前,随时入住,低楼层/18层,有,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5100,5100,0.0,5100,https://bj.zu.ke.com/zufang/BJ1920756888203427840.html
沿海赛洛城二期,合租,4居室,12.10㎡,北,今天,随时入住,7/19层,有,暂无数据,民水,民电,有,集中供暖,1~7个月,随时可看,月付,2583,2583,,0,https://bj.zu.ke.com/zufang/BJ1850906263320264704.html
御墅临枫锦园一区,整租,3室2厅2卫,156.00㎡,南 北,今天,随时入住,低楼层/6层,有,租用车位,民水,民电,有,集中供暖,3年以上,需提前预约,半年付,16500,16500,0.0,16500,https://bj.zu.ke.com/zufang/BJ1920752397483769856.html
当代采育满庭春MOMA,整租,2室2厅1卫,103.46㎡,南 北,8天前,随时入住,低楼层/18层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,2400,2400,0.0,2400,https://bj.zu.ke.com/zufang/BJ1920713606215761920.html
天赐良园二期,合租,4居室,10.60㎡,北,今天,随时入住,4/7层,无,暂无数据,民水,民电,有,集中供暖,2~4个月,随时可看,月付,2236,2236,,0,https://bj.zu.ke.com/zufang/BJ1851098453174648832.html
锦顺佳园,合租,4居室,10.06㎡,北,今天,随时入住,7/12层,有,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,2793,2793,,0,https://bj.zu.ke.com/zufang/BJ1851179607479287808.html
北京洋房,整租,3室2厅3卫,165.86㎡,南 北,12天前,随时入住,中楼层/5层,有,租用车位,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,9100,9100,0.0,9100,https://bj.zu.ke.com/zufang/BJ1922148707055173632.html
丰汇园小区,整租,3室3厅2卫,153.00㎡,南 北,14天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,半年付,34000,34000,0.0,34000,https://bj.zu.ke.com/zufang/BJ1922146908701196288.html
上营新村,整租,1室1厅1卫,74.00㎡,南 北,8天前,随时入住,低楼层/11层,有,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,3700,3700,0.0,3700,https://bj.zu.ke.com/zufang/BJ1922142183842906112.html
贵园北里甲区,整租,2室1厅1卫,90.00㎡,南 北,2天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1922148599936843776.html
亚运花园,整租,2室1厅2卫,113.66㎡,东 南,15天前,随时入住,高楼层/18层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,8000,8000,0.0,8000,https://bj.zu.ke.com/zufang/BJ1922141887234310144.html
北苑家园茉藜园,合租,3居室,25.00㎡,西南,8天前,2025-01-02,13/25层,有,免费使用,民水,民电,有,集中供暖,1~3年,需提前预约,季付,3400,3400,,0,https://bj.zu.ke.com/zufang/BJ1884476427718361088.html
金隅汇星苑,合租,3居室,10.30㎡,北,今天,随时入住,15/21层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,2236,2236,,0,https://bj.zu.ke.com/zufang/BJ1884250710208413696.html
广渠门外大街路北区,整租,1室1厅1卫,44.19㎡,南,7天前,随时入住,高楼层/18层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,半年付,4700,4700,0.0,4700,https://bj.zu.ke.com/zufang/BJ1922315304537423872.html
广顺园,整租,3室1厅2卫,126.00㎡,西南,1天前,随时入住,低楼层/22层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,一般下班后可看,季付,11000,11000,0.0,11000,https://bj.zu.ke.com/zufang/BJ1922518915150249984.html
石佛营西里小区,整租,2室1厅1卫,62.00㎡,南 北,7天前,随时入住,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,5100,5100,0.0,5100,https://bj.zu.ke.com/zufang/BJ1922490064353361920.html
天裕昕园西区,整租,2室1厅1卫,50.87㎡,南,今天,随时入住,8/15层,有,暂无数据,民水,民电,有,集中供暖,1~3年,随时可看,月付,4126,4126,,0,https://bj.zu.ke.com/zufang/BJ1884226447543894016.html
北京北,整租,2室1厅1卫,86.55㎡,南 北,18天前,随时入住,中楼层/20层,有,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6800,6800,0.0,6800,https://bj.zu.ke.com/zufang/BJ1922566614574694400.html
东亚望京中心,整租,1房间1卫,39.92㎡,东,6天前,随时入住,高楼层/34层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1922566837753610240.html
大龙公寓,整租,2室1厅1卫,97.15㎡,南 西,4天前,随时入住,中楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1922511162067386368.html
畅柳园,整租,1室1厅1卫,55.34㎡,北,10天前,随时入住,中楼层/14层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6000,6000,0.0,6000,https://bj.zu.ke.com/zufang/BJ1922528245257863168.html
芳星园一区,合租,3居室,6.60㎡,北,3天前,2025-01-05,19/25层,有,租用车位,民水,民电,有,集中供暖,1~2年,需提前预约,月付,2089,2089,,0,https://bj.zu.ke.com/zufang/BJ1883832534505095168.html
港沟小区,整租,2室1厅1卫,50.00㎡,南,13天前,随时入住,高楼层/5层,无,免费使用,民水,民电,有,集中供暖,3年以上,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1922517267753467904.html
空间物理所小区,整租,2室1厅1卫,62.00㎡,南 北,2天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,3年以内,需提前预约,季付,9800,9800,0.0,9800,https://bj.zu.ke.com/zufang/BJ1922336259091464192.html
农光南里,合租,2居室,12.10㎡,南,今天,随时入住,2/16层,有,暂无数据,民水,民电,有,集中供暖,7~12个月,随时可看,月付,2943,2943,,0,https://bj.zu.ke.com/zufang/BJ1883896951120855040.html
优士阁,整租,2室1厅1卫,70.77㎡,东,2天前,随时入住,低楼层/30层,有,暂无数据,民水,民电,无,集中供暖,1年以内,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1922534471563739136.html
朝阳首府,整租,3室2厅2卫,171.30㎡,西南,今天,随时入住,中楼层/11层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,需咨询,28000,28000,0.0,28000,https://bj.zu.ke.com/zufang/BJ1922538474108354560.html
三丰里小区,整租,2室1厅1卫,57.43㎡,南 北,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,7500,7500,0.0,7500,https://bj.zu.ke.com/zufang/BJ1922564039452393472.html
世纪村东区,整租,2室1厅1卫,73.72㎡,西南,7天前,随时入住,高楼层/24层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,6500,6500,0.0,6500,https://bj.zu.ke.com/zufang/BJ1922572264608366592.html
花家地西里三区,合租,3居室,15.00㎡,北,6天前,2024-12-31,4/6层,无,免费使用,民水,民电,有,集中供暖,6~12个月,需提前预约,季付,1900,1900,,0,https://bj.zu.ke.com/zufang/BJ1884597002109452288.html
晴悦家园,整租,1室1厅1卫,57.17㎡,南 北,2天前,随时入住,8/12层,无,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,季付,5500,5500,,0,https://bj.zu.ke.com/zufang/BJ1884572672529006592.html
新光大中心,整租,2室1厅1卫,114.24㎡,南,2天前,随时入住,32/41层,有,暂无数据,民水,民电,有,暂无数据,6~12个月,需提前预约,季付,7600,7600,,0,https://bj.zu.ke.com/zufang/BJ1884834253426917376.html
农科院,整租,2室1厅1卫,76.00㎡,南,今天,随时入住,17/18层,有,暂无数据,民水,民电,有,集中供暖,1~7个月,随时可看,月付,11434,11434,,0,https://bj.zu.ke.com/zufang/BJ1883875665229381632.html
中东路58号院,合租,4居室,12.00㎡,东,5天前,随时入住,15/20层,无,免费使用,民水,民电,有,集中供暖,1~12个月,随时可看,月付,1600,1600,,0,https://bj.zu.ke.com/zufang/BJ1884548379111849984.html
稻香园,整租,2室1厅1卫,58.31㎡,南,今天,随时入住,1/6层,无,暂无数据,民水,民电,有,集中供暖,1~2年,随时可看,月付,8536,8536,,0,https://bj.zu.ke.com/zufang/BJ1884579106071248896.html
天通西苑一区,合租,3居室,14.50㎡,北,今天,随时入住,11/13层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,2688,2688,,0,https://bj.zu.ke.com/zufang/BJ1934983494211993600.html
南庭新苑南区,合租,3居室,6.00㎡,南,今天,随时入住,16/16层,有,租用车位,民水,民电,有,集中供暖,1~2年,随时可看,月付,1879,1879,,0,https://bj.zu.ke.com/zufang/BJ1935116119136272384.html
首开国风尚樾,整租,4室2厅3卫,210.22㎡,南 北,1天前,随时入住,低楼层/14层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,32000,32000,0.0,32000,https://bj.zu.ke.com/zufang/BJ1975472434647662592.html
玉林东里三区,整租,2室1厅1卫,54.44㎡,南 北,1天前,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5200,5200,0.0,5200,https://bj.zu.ke.com/zufang/BJ1975474528830095360.html
模式口南里,整租,2室1厅1卫,63.23㎡,南,2天前,2025-01-01,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1975475446644473856.html
炫特嘉园三期,整租,2室1厅1卫,96.00㎡,南 北,9天前,随时入住,高楼层/11层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,8500,8500,0.0,8500,https://bj.zu.ke.com/zufang/BJ1975475541960032256.html
天通苑北一区,整租,2室1厅1卫,102.43㎡,西北,1天前,随时入住,中楼层/13层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,6300,6300,0.0,6300,https://bj.zu.ke.com/zufang/BJ1975467361968324608.html
名佳花园三区,整租,1室1厅1卫,73.95㎡,南,今天,随时入住,高楼层/6层,无,暂无数据,民水,民电,有,自采暖,暂无数据,需提前预约,季付,3300,3300,0.0,3300,https://bj.zu.ke.com/zufang/BJ1975467386718912512.html
文化路社区,整租,2室1厅1卫,64.81㎡,南,9天前,随时入住,中楼层/6层,无,免费使用,民水,民电,有,集中供暖,1年以内,需提前预约,季付,2400,2400,0.0,2400,https://bj.zu.ke.com/zufang/BJ1975464901954502656.html
建国门内大街,整租,2室1厅1卫,80.48㎡,南 北,1天前,随时入住,低楼层/12层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,半年付,10000,10000,0.0,10000,https://bj.zu.ke.com/zufang/BJ1975465082452180992.html
华源之星,整租,2室1厅1卫,95.32㎡,东南,3天前,随时入住,低楼层/25层,有,租用车位,民水,民电,有,集中供暖,1年以内,需提前预约,季付,12500,12500,0.0,12500,https://bj.zu.ke.com/zufang/BJ1975464222829576192.html
东亚逸品阁,整租,2室1厅1卫,89.16㎡,南,4天前,2024-12-31,低楼层/21层,有,免费使用,民水,民电,有,集中供暖,2年以内,需提前预约,季付,4600,4600,0.0,4600,https://bj.zu.ke.com/zufang/BJ1975464518641254400.html
北京像素南区,整租,3房间2卫,52.00㎡,北,10天前,2024-12-25,低楼层/16层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5500,5500,0.0,5500,https://bj.zu.ke.com/zufang/BJ1975463226632044544.html
水郡长安,整租,2室1厅2卫,112.81㎡,北,1天前,随时入住,高楼层/20层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6500,6500,0.0,6500,https://bj.zu.ke.com/zufang/BJ1975462687143886848.html
中海城紫鑫阁,整租,2房间1卫,58.15㎡,南,3天前,随时入住,中楼层/20层,有,暂无数据,民水,民电,有,集中供暖,1年以内,需提前预约,季付,5600,5600,0.0,5600,https://bj.zu.ke.com/zufang/BJ1975461956731011072.html
革新里小区,整租,1室1厅1卫,45.23㎡,南,6天前,2025-01-07,中楼层/6层,无,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4800,4800,0.0,4800,https://bj.zu.ke.com/zufang/BJ1975465330356518912.html
光熙家园二期,整租,3室2厅2卫,154.67㎡,南 北,1天前,随时入住,低楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,只能周末看房,季付,16000,16000,0.0,16000,https://bj.zu.ke.com/zufang/BJ1975465926157402112.html
知春里,整租,1室1厅1卫,47.00㎡,东南,14天前,2024-12-25,高楼层/18层,有,暂无数据,民水,民电,有,集中供暖,3年以上,只能周末看房,季付,6300,6300,0.0,6300,https://bj.zu.ke.com/zufang/BJ1975466089546514432.html
通典铭居,整租,1室1厅1卫,74.00㎡,北,4天前,2025-01-01,中楼层/23层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4200,4200,0.0,4200,https://bj.zu.ke.com/zufang/BJ1975476675181281280.html
叠翠庭苑一区,整租,2室1厅1卫,78.00㎡,南,15天前,2025-01-01,高楼层/27层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,6500,6500,0.0,6500,https://bj.zu.ke.com/zufang/BJ1975479629527384064.html
红山郡,整租,3室1厅1卫,85.00㎡,南 北,1天前,随时入住,高楼层/21层,有,暂无数据,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,4700,4700,0.0,4700,https://bj.zu.ke.com/zufang/BJ1975488090092863488.html
芳源里,整租,3室2厅2卫,126.99㎡,南 北,3天前,2025-01-15,高楼层/6层,无,租用车位,民水,民电,有,集中供暖,1年以内,只能周末看房,季付,6800,6800,0.0,6800,https://bj.zu.ke.com/zufang/BJ1975487179480104960.html
阳光城京悦府,整租,2室1厅1卫,72.00㎡,西,13天前,2025-01-01,中楼层/19层,有,暂无数据,民水,民电,有,集中供暖,3年以内,需提前预约,季付,4500,4500,0.0,4500,https://bj.zu.ke.com/zufang/BJ1975487954860113920.html
枫润家园,合租,4居室,15.00㎡,北,1天前,随时入住,8/9层,有,暂无数据,民水,民电,有,集中供暖,2~12个月,随时可看,季付,2400,2400,,0,https://bj.zu.ke.com/zufang/BJ1980553755367571456.html
红庙北里,整租,2室1厅1卫,55.00㎡,南,3天前,2024-12-30,1/6层,无,暂无数据,民水,民电,有,集中供暖,1~3年,需提前预约,月付,6961,6961,,0,https://bj.zu.ke.com/zufang/BJ1980568628310835200.html
西长安壹号,合租,4居室,25.00㎡,西,4天前,2025-01-16,15/17层,有,免费使用,商水,商电,有,集中供暖,2~12个月,需提前预约,季付,1700,1700,,0,https://bj.zu.ke.com/zufang/BJ1980569631068258304.html
中昊家园,合租,5居室,13.00㎡,北,4天前,随时入住,5/9层,有,暂无数据,民水,民电,有,集中供暖,2~12个月,随时可看,季付,2200,2200,,0,https://bj.zu.ke.com/zufang/BJ1980569944147886080.html
中昊家园,合租,5居室,13.00㎡,北,4天前,随时入住,5/9层,有,暂无数据,民水,民电,有,集中供暖,2~12个月,随时可看,季付,2200,2200,,0,https://bj.zu.ke.com/zufang/BJ1980569967229140992.html
龙跃苑四区,合租,4居室,20.00㎡,南,4天前,2025-01-17,6/6层,无,暂无数据,商水,民电,有,暂无数据,1个月以上,需提前预约,季付,2500,2500,,0,https://bj.zu.ke.com/zufang/BJ1980572170878713856.html
八宝庄,合租,3居室,8.90㎡,北,3天前,2024-12-27,2/6层,无,租用车位,民水,民电,有,集中供暖,1~2年,需提前预约,月付,3003,3003,,0,https://bj.zu.ke.com/zufang/BJ1980538349529595904.html
双龙南里,整租,1室1厅1卫,37.00㎡,南,3天前,2025-01-06,6/6层,无,租用车位,民水,民电,有,集中供暖,1年,需提前预约,月付,5239,5239,,0,https://bj.zu.ke.com/zufang/BJ1980555494653165568.html
宾阳北里,整租,2室1厅1卫,64.27㎡,南 北,3天前,随时入住,低楼层/6层,无,免费使用,民水,民电,有,集中供暖,暂无数据,需提前预约,季付,1500,1500,0.0,1500,https://bj.zu.ke.com/zufang/BJ1975485419092967424.html
美然绿色家园,合租,3居室,15.37㎡,南,3天前,2025-01-17,9/9层,有,租用车位,民水,民电,有,集中供暖,1~2年,需提前预约,月付,3286,3286,,0,https://bj.zu.ke.com/zufang/BJ1852731666917752832.html
